gauge_id,soil_depth,soil_conductivity_top,soil_conductivity_sub,soil_awc_top,soil_awc_sub,soil_awsc_min,soil_awsc_max,soil_awsc_major,sand_frac_top,sand_frac_sub,silt_frac_top,silt_frac_sub,clay_frac_top,clay_frac_sub,gravel_frac_top,gravel_frac_sub,bulkdens_top_major,bulkdense_top_mean,bulkdens_sub_major,bulkdens_sub_mean,org_carb_top_major,org_carb_top_mean,org_carb_sub_major,org_carb_sub_mean,organic_frac_top,organic_frac_sub,hsg_major,wtd
11006,1.136497842,15.87496919,5.896931723,0.216944303,0.218221239,25,150,25,43,0,34,0,23,0,26,0,1.39,1.39204918,1.38,1.38,1.4,1.318032787,0.0,0.081967213,0.021648861,0.008416251,C,-3.006415347
11007,14.41046903,22.20272371,8.646058955,0.212708746,0.226036205,50,150,125,48,37,23,22,29,41,7,3,1.37,1.433301887,1.3,1.359622642,1.63,1.198490566,0.56,0.45245283,0.013957143,0.006796115,C,-1.266875789
11010,22.53780577,20.50302763,7.8873921,0.213242224,0.223262994,25,150,150,42,40,36,35,22,25,9,12,1.4,1.434422188,1.38,1.390971429,1.0,1.037180277,0.4,0.315254237,0.016325574,0.007762365,C,-0.437228003
12001,1.428351784,4.630506213,1.830925293,0.195530731,0.194905612,25,125,125,16,15,29,28,55,57,4,5,1.21,1.228202247,1.21,1.21,0.75,0.815730337,0.45,0.404494382,0.025027617,0.007910088,D,-1.295693788
12004,7.875206289,5.96497393,2.246275431,0.194437178,0.19027784,25,150,125,16,15,29,28,55,57,4,5,1.21,1.26723913,1.21,1.223380282,0.75,0.94576087,0.45,0.363347826,0.02141097,0.007926217,D,-0.223664801
12006,1.337744839,6.003487852,2.455860207,0.186564216,0.177294609,125,125,125,16,15,29,28,55,57,4,5,1.21,1.210384615,1.21,1.21,0.75,0.767307692,0.45,0.456923077,0.018660655,0.006856486,D,-1.300266931
12009,7.739295718,14.29825268,6.508685194,0.197848576,0.205250435,75,150,125,48,37,23,22,29,41,7,3,1.37,1.348592593,1.3,1.288962963,1.63,1.227407407,0.56,0.482666667,0.015646238,0.007488154,C,-2.057805488
12012,2.198654709,5.675524807,2.610490201,0.196021762,0.191709665,125,150,150,21,18,28,28,51,54,5,5,1.23,1.22703125,1.22,1.21703125,0.97,1.03828125,0.45,0.5034375,0.020861766,0.006939932,D,-1.578337608
12015,1.176823177,9.839191088,4.01832241,0.192756468,0.183931712,125,150,150,21,18,28,28,51,54,5,5,1.23,1.227241379,1.22,1.21862069,0.97,0.939655172,0.45,0.45,0.013342164,0.007113353,C,-2.803899705
12016,2.447305998,6.114639222,2.1847982,0.220190999,0.220109467,25,150,25,43,0,34,0,23,0,26,0,1.39,1.446962025,1.46,1.46,1.4,1.115189873,0.0,0.088607595,0.024945761,0.0095209,D,-1.678851697
12018,5.38355681,5.628681464,2.256916339,0.197739292,0.189714933,125,150,125,16,15,29,28,55,57,4,5,1.21,1.213333333,1.21,1.210493827,0.75,0.866419753,0.45,0.492222222,0.021824292,0.007226452,D,-1.093928147
12020,8.801091889,8.698677197,3.676622096,0.195176609,0.191427525,25,150,125,16,15,29,28,55,57,4,5,1.21,1.239501953,1.21,1.217571429,0.75,0.949580078,0.45,0.440983073,0.018166419,0.007361269,D,-0.072119306
12025,12.7050746,6.742596831,2.620392029,0.193583611,0.189350703,25,150,125,16,15,29,28,55,57,4,5,1.21,1.249385113,1.21,1.217863464,0.75,0.984347357,0.45,0.424185545,0.020018458,0.007456485,D,-0.1138737
12026,11.65359466,6.368105505,2.462086209,0.194054799,0.189681086,25,150,125,16,15,29,28,55,57,4,5,1.21,1.254134008,1.21,1.218687023,0.75,0.979178255,0.45,0.407458913,0.020611592,0.007660854,D,-0.135171438
12029,1.339102435,13.70172708,6.750278583,0.198181734,0.194872163,125,150,125,16,15,29,28,55,57,4,5,1.21,1.213741007,1.21,1.211870504,0.75,0.791151079,0.45,0.45,0.014751247,0.007191353,C,-0.788218948
12035,10.35147877,8.276364072,3.425582369,0.193854998,0.189770949,25,150,125,16,15,29,28,55,57,4,5,1.21,1.240501961,,1.216281826,0.75,0.954517647,0.45,0.438431373,0.018465751,0.007190692,D,-0.079957103
12036,1.796458765,5.907077878,2.132173356,0.211733664,0.210141418,25,150,25,43,0,34,0,23,0,26,0,1.39,1.414352941,,1.389245283,1.4,1.141470588,0.0,0.102294118,0.024470121,0.009031348,D,-1.128996822
12038,1.165021713,4.896498361,1.831536157,0.208701105,0.205534423,25,125,125,16,15,29,28,55,57,4,5,1.21,1.297428571,,1.21,0.75,1.065714286,0.45,0.231428571,0.024902737,0.00867011,D,-1.256827226
12043,19.17753414,6.737874485,2.526656539,0.18220038,0.178655269,25,125,125,16,15,29,28,55,57,4,5,1.21,1.230068493,,1.21,0.75,0.887671233,0.45,0.432123288,0.016852288,0.00701954,D,-0.801439922
12044,1.129154796,8.66018832,3.714951364,0.197544786,0.191575428,50,150,150,21,18,28,28,51,54,5,5,1.23,1.222142857,,1.216071429,0.97,0.883571429,0.45,0.45,0.015765655,0.007669471,D,-1.276202949
12046,10.79116321,6.116355527,2.306609603,0.193421716,0.188479352,25,150,125,16,15,29,28,55,57,4,5,1.21,1.256643599,,1.22012685,0.75,0.950138408,0.45,0.39816609,0.020736301,0.007660965,D,-0.171485826
13004,1.321729218,6.581375864,3.384899491,0.198221919,0.194816533,50,150,150,21,18,28,28,51,54,5,5,1.23,1.225394322,,1.217697161,0.97,0.919337539,0.45,0.45,0.020168437,0.00798777,D,-0.590079002
13006,1.21517805,5.473944533,2.710056205,0.198376112,0.19550707,50,150,150,21,18,28,28,51,54,5,5,1.23,1.226820084,,1.218410042,0.97,0.935020921,0.45,0.45,0.021407144,0.008261688,D,-0.839471983
13007,8.19974909,9.133853408,4.420282076,0.204019741,0.204968413,50,150,125,16,15,29,28,55,57,4,5,1.21,1.231317446,,1.227891187,0.75,0.89182554,0.45,0.459334532,0.016295683,0.007560164,C,-0.113180855
13008,8.04206422,8.425519945,4.17833653,0.204038082,0.204181072,50,150,125,16,15,29,28,55,57,4,5,1.21,1.228631868,,1.225637363,0.75,0.882697802,0.45,0.45828022,0.016236671,0.00744305,C,-0.135032963
13010,14.82516116,7.543160766,3.48116928,0.201996984,0.199747426,50,150,125,16,15,29,28,55,57,4,5,1.21,1.214507042,,1.212253521,0.75,0.799577465,0.45,0.45,0.014962204,0.006773073,D,-0.468198241
13012,6.91039823,7.448581314,3.284414181,0.202701869,0.19967319,50,150,125,16,15,29,28,55,57,4,5,1.21,1.214193548,,1.212096774,0.75,0.796129032,0.45,0.45,0.014595885,0.006274171,D,-0.589685186
13013,1.375260308,9.223603162,3.782816806,0.2060896,0.209288037,125,150,150,39,43,38,35,23,22,7,3,1.38,1.318461538,,1.325384615,1.83,1.360769231,0.64,0.555076923,0.015794033,0.007872419,D,-1.613944239
13016,8.154462341,8.603330057,4.207137619,0.204018725,0.204425466,50,150,125,16,15,29,28,55,57,4,5,1.21,1.229123711,,1.226304124,0.75,0.886469072,0.45,0.459237113,0.016094838,0.007458702,C,-0.126960699
13017,7.931731735,8.104975689,4.092109009,0.20358284,0.203306947,50,150,125,16,15,29,28,55,57,4,5,1.21,1.226117193,,1.222569221,0.75,0.869529942,0.45,0.45469414,0.016355136,0.007428402,C,-0.150646239
13025,14.45226307,7.715013253,3.748091243,0.202321924,0.201086688,50,150,125,16,15,29,28,55,57,4,5,1.21,1.215107914,,1.212553957,0.75,0.80618705,0.45,0.45,0.014993027,0.007105971,D,-0.339984479
14001,1.251239669,10.38390545,4.40833164,0.247309099,0.266964018,50,150,50,49,38,28,23,23,39,10,5,1.4,1.40125,,1.3371875,0.58,0.8221875,0.4,0.4225,0.032697518,0.017375158,C,-4.833255138
14003,1.254045307,10.62771019,4.334788226,0.242188314,0.257569285,50,150,50,49,38,28,23,23,39,10,5,1.4,1.403188406,,1.329130435,0.58,0.707536232,0.4,0.4,0.028966954,0.013925528,C,-2.097799875
14004,1.225248821,10.43591615,5.489554979,0.215903969,0.226919933,125,150,150,49,38,28,23,23,39,10,5,1.4,1.37125,,1.305178571,0.58,0.686785714,0.4,0.403928571,0.025691407,0.010702169,C,-2.583368812
14005,1.194756554,9.591552116,2.938855922,0.259147023,0.280366123,50,150,50,47,36,30,27,23,37,35,19,1.4,1.397333333,,1.304666667,1.13,1.074333333,0.41,0.401666667,0.046096753,0.02732037,D,-3.9631349
14008,1.183303085,10.21459854,5.375852245,0.203497754,0.211013087,125,150,150,49,38,28,23,23,39,10,5,1.4,1.368225806,,1.303709677,0.58,0.690806452,0.4,0.410322581,0.022830385,0.009190532,C,-2.386361339
14009,1.252077562,9.10004378,4.286056366,0.249577882,0.269665067,50,50,50,49,38,28,23,23,39,10,5,1.4,1.398181818,,1.318181818,0.58,0.693636364,0.4,0.421818182,0.03348022,0.01567414,C,-8.96242709
14011,1.207207207,9.864325629,4.304693941,0.249470463,0.267819272,50,150,50,49,38,28,23,23,39,10,5,1.4,1.39625,,1.326875,0.58,0.814375,0.4,0.445,0.034362454,0.017576202,C,-8.027043855
14012,1.032528856,8.801553453,3.610700464,0.223259148,0.226722351,150,150,150,49,38,28,23,23,39,10,5,1.4,1.4,,1.31,0.58,0.58,0.4,0.4,0.028940622,0.010580927,D,-4.874383157
14014,1.015348288,8.846401356,3.504646681,0.23633121,0.246042658,50,150,50,49,38,28,23,23,39,10,5,1.4,1.4,,1.31,0.58,0.58,0.4,0.4,0.030456075,0.012253605,D,-7.335817378
14015,1.171974522,10.07908287,4.132971091,0.248796573,0.270141409,50,50,50,49,38,28,23,23,39,10,5,1.4,1.4,,1.31,0.58,0.58,0.4,0.4,0.03655593,0.019156787,C,-14.80531846
15001,1.663972286,10.72855063,3.532761588,0.261528157,0.282050286,50,150,150,44,35,33,24,23,41,11,26,1.39,1.3916,,1.2932,0.99,1.0124,0.38,0.3848,0.048928873,0.018835606,D,-6.744563914
15003,1.111504425,13.26474011,4.622461216,0.260572762,0.276143854,150,150,150,46,41,30,26,24,33,5,7,1.39,1.3903125,,1.321875,1.73,1.456875,0.77,0.6246875,0.041953148,0.012699,C,-2.997782134
15005,2.716096324,8.24651434,2.660656746,0.285522769,0.302051177,50,150,50,47,36,30,27,23,37,35,19,1.4,1.396136364,,1.317045455,1.13,1.294545455,0.41,0.513636364,0.053600663,0.017377818,D,-5.789759326
15006,1.308333333,10.8246365,3.433766605,0.267026733,0.286773619,50,150,50,47,36,30,27,23,37,35,19,1.4,1.3975,,1.305,1.13,1.095,0.41,0.4025,0.053388696,0.024361573,D,-3.714207417
15007,1.689863843,7.185348745,2.463738095,0.27017921,0.28657955,50,150,150,44,35,33,24,23,41,11,26,1.39,1.393333333,,1.296666667,0.99,1.036666667,0.38,0.39,0.046212578,0.016299148,D,-15.77065347
15008,1.310632911,11.73816453,3.656126917,0.262114281,0.284376374,50,150,150,47,36,30,27,23,37,35,19,1.4,1.395794393,,1.301588785,1.13,1.014579439,0.41,0.39635514,0.048911805,0.02077272,C,-2.044325726
15009,1.138964578,13.33858721,4.022391384,0.260573681,0.284548426,50,150,50,47,36,30,27,23,37,35,19,1.4,1.398387097,,1.306774194,1.13,0.965483871,0.41,0.402580645,0.050484924,0.021488137,C,-5.166582646
15010,2.275510204,11.14993289,3.599794429,0.258974116,0.282981624,50,150,50,47,36,30,27,23,37,35,19,1.4,1.397647059,,1.305294118,1.13,1.097058824,0.41,0.402941176,0.052736602,0.027256819,D,-2.630731677
15011,1.529032258,7.67062173,2.668419987,0.283437856,0.295215165,50,150,50,47,36,30,27,23,37,35,19,1.4,1.395714286,,1.301428571,1.13,1.07,0.41,0.397142857,0.047093263,0.015516363,D,-14.46209634
15012,1.442791762,8.859162598,2.892804206,0.277192077,0.294626363,50,150,50,47,36,30,27,23,37,35,19,1.4,1.396521739,,1.303043478,1.13,1.081304348,0.41,0.399565217,0.041822384,0.01321104,D,-11.05309652
15013,1.577731092,11.61855982,3.337689532,0.26245521,0.286233975,50,150,150,44,35,33,24,23,41,11,26,1.39,1.3904,,1.2908,0.99,0.9956,0.38,0.3812,0.045529975,0.013986038,D,-7.070906479
15014,1.71253406,8.851023586,2.968091443,0.277481034,0.29341046,50,150,50,47,36,30,27,23,37,35,19,1.4,1.396190476,,1.302380952,1.13,1.076666667,0.41,0.398571429,0.045343758,0.014391619,D,-12.61252737
15016,1.817751649,14.47821122,4.594461024,0.252294092,0.27239259,50,150,150,44,35,33,24,23,41,11,26,1.39,1.385,,1.299175258,0.99,1.092371134,0.38,0.436546392,0.039191633,0.013237369,D,-1.453518915
15017,3.183723798,11.04803691,3.523375917,0.273936986,0.293969752,50,150,150,47,36,30,27,23,37,35,19,1.4,1.395797101,,1.307391304,1.13,1.125072464,0.41,0.442028986,0.053118199,0.023820428,D,-5.325293456
15018,1.866434379,8.502153729,2.694787475,0.266830081,0.27584962,25,150,150,44,35,33,24,23,41,11,26,1.39,1.412608696,,1.323913043,0.99,1.001304348,0.38,0.38173913,0.059999833,0.021565535,D,-12.19809529
15019,1.8443519,7.762972333,2.746472417,0.285189213,0.298968692,25,150,50,47,36,30,27,23,37,35,19,1.4,1.396315789,,1.304259259,1.13,1.112982456,0.41,0.385789474,0.051804671,0.017244378,D,-7.877023357
15020,1.24655069,17.72323654,5.90633321,0.244542238,0.263366727,125,150,150,44,35,33,24,23,41,11,26,1.39,1.375483871,,1.300967742,0.99,1.146344086,0.38,0.485698925,0.034995773,0.011735842,C,-1.969786024
15021,1.407467864,7.488572785,2.5712615,0.294782927,0.307288431,25,150,150,47,36,30,27,23,37,35,19,1.39,1.393623188,,1.311259259,1.13,1.234492754,0.38,0.481521739,0.058064779,0.019135812,D,-4.3265862
15022,1.373876987,7.699084509,2.696065403,0.278643219,0.292405832,50,150,50,47,36,30,27,23,37,35,19,1.4,1.396315789,,1.302631579,1.13,1.078421053,0.41,0.398947368,0.05116206,0.017849985,D,-6.08699777
15023,1.184292379,9.85939175,2.881106272,0.276804889,0.297067503,50,150,50,47,36,30,27,23,37,35,19,1.4,1.398787879,,1.312424242,1.13,1.080606061,0.41,0.406060606,0.056601774,0.021175322,D,-2.952048619
15024,1.388788427,10.76925228,3.160211667,0.268468705,0.2892722,50,150,150,44,35,33,24,23,41,11,26,1.39,1.392580645,,1.29516129,0.99,1.026129032,0.38,0.387741935,0.046917735,0.016921703,D,-8.321364135
15026,5.154195011,8.636419913,2.879797069,0.275791738,0.290183379,50,150,150,44,35,33,24,23,41,11,26,1.39,1.394081633,,1.298163265,0.99,1.047142857,0.38,0.392244898,0.044898914,0.01433326,D,-7.026741804
15030,2.069582505,8.027157374,2.808425904,0.278712086,0.293702116,25,150,50,47,36,30,27,23,37,35,19,1.4,1.397142857,,1.305384615,1.13,1.119285714,0.41,0.374285714,0.048438182,0.017041867,D,-8.866699724
15031,1.025830258,7.156599761,2.492821701,0.298226848,0.309857694,25,150,150,46,41,30,26,23,33,5,7,1.39,1.39,,1.3175,1.73,1.397391304,0.77,0.516956522,0.061383994,0.019826371,D,-9.603470157
15032,1.297674419,11.41891102,3.62984946,0.259711055,0.281868367,50,150,150,44,35,33,24,23,41,11,26,1.39,1.393333333,,1.296666667,0.99,1.036666667,0.38,0.39,0.046647072,0.019530335,D,-16.70643457
16001,2.307515337,14.1285436,4.850166235,0.249184526,0.267325921,25,150,150,81,69,7,8,12,23,10,10,1.56,1.541527778,,1.44295082,0.53,0.662916667,0.26,0.230277778,0.030775124,0.012194198,C,-4.506719953
16004,1.223731154,13.24218781,4.298064825,0.258422678,0.273320803,50,150,150,81,69,7,8,12,23,10,10,1.56,1.557344398,,1.438008299,0.53,0.53780083,0.26,0.262655602,0.035307344,0.015658192,C,-2.58201346
16007,1.529192296,13.60834329,4.407588779,0.257474882,0.272726154,50,150,150,81,69,7,8,12,23,10,10,1.56,1.557664234,,1.438248175,0.53,0.536861314,0.26,0.262335766,0.034646052,0.015146816,C,-2.159753036
16012,2.383990852,14.19103042,4.893055715,0.25283769,0.267477648,50,150,150,81,69,7,8,12,23,10,10,1.56,1.562727273,,1.440082645,0.53,0.535826446,0.26,0.268264463,0.031903798,0.013375632,C,-1.372637147
16014,2.827968431,14.50951278,4.814933324,0.251424951,0.268034709,100,150,150,81,69,7,8,12,23,10,10,1.56,1.512604502,,1.408231511,0.53,0.570353698,0.26,0.302475884,0.02915351,0.011228187,C,-1.222599104
17001,1.022170362,13.68883187,4.089917745,0.261595729,0.277749684,25,150,25,43,0,34,0,23,0,26,0,1.39,1.39,,1.34,1.4,1.4825,0.0,0.1925,0.050065399,0.017030679,C,-5.530144746
17003,1.225462119,23.76715865,6.558673887,0.226437222,0.252148555,25,150,150,47,39,29,27,24,34,9,8,1.39,1.390462963,,1.329029126,0.86,0.872037037,0.38,0.363333333,0.020208717,0.008496757,C,-2.074978108
17005,2.965294715,17.10531939,5.13819165,0.234619275,0.248775885,25,150,150,47,39,29,27,24,34,9,8,1.39,1.379012797,,1.320023866,0.86,0.975886654,0.38,0.295959781,0.026746887,0.008763818,C,-0.573972
17006,1.240547588,23.57100906,6.326441936,0.227472417,0.25641947,125,150,150,47,39,29,27,24,34,9,8,1.39,1.38994152,,1.318888889,0.86,0.741169591,0.38,0.38994152,0.020121811,0.009269465,C,-1.193986807
17007,1.443334781,17.9559249,6.177842763,0.233990373,0.251443321,25,150,125,16,15,29,28,55,57,4,5,1.21,1.31828125,,1.280598291,0.75,0.758671875,0.45,0.373828125,0.042604636,0.015712023,C/D,-1.497853019
17009,6.131092241,15.66760398,4.561418898,0.241086947,0.249953457,25,150,150,47,39,29,27,24,34,9,8,1.39,1.385413223,,1.324680851,0.86,0.999256198,0.38,0.303429752,0.032562676,0.010669589,C,-0.90944438
17011,2.028643036,15.5934907,5.050835394,0.23464837,0.245998145,25,150,150,79,70,10,10,11,20,4,8,1.57,1.48724359,,1.413809524,0.5,0.742628205,0.28,0.251089744,0.045241774,0.017658068,C,-1.098693022
17012,3.220743773,15.4046326,4.654151224,0.244521739,0.253292771,25,150,25,43,0,34,0,23,0,26,0,1.39,1.3345,,1.24972973,1.4,1.124125,0.0,0.197625,0.037314046,0.013766788,C,-2.831852445
17015,4.387912248,16.42614043,5.090277031,0.243611892,0.259859993,25,150,150,47,39,29,27,24,34,9,8,1.39,1.399183673,,1.337793103,0.86,1.043112245,0.38,0.301326531,0.0399236,0.013572208,C,-1.396250097
17019,1.25647349,13.14560965,4.327786283,0.259658908,0.274905246,25,150,150,47,39,29,27,24,34,9,8,1.39,1.39,,1.327857143,0.86,1.065208333,0.38,0.389375,0.048542291,0.016633469,C,-4.994817033
17022,1.338012959,18.6794586,5.408927956,0.23472846,0.253900329,25,150,150,47,39,29,27,24,34,9,8,1.39,1.3825323,,1.318424242,0.86,0.88248062,0.38,0.331317829,0.024412667,0.009477374,C,-0.647946761
17024,2.141004054,18.38121708,5.367096469,0.235089416,0.253366447,25,150,150,47,39,29,27,24,34,9,8,1.39,1.384129464,,1.320489691,0.86,0.881875,0.38,0.335691964,0.025177383,0.009393274,C,-0.521522488
